5,1,12,6,0
6,1,13,6,0
8,1,45,14,0
11,1,5,0,0
12,1,8,6,0
13,1,9,6,0
1,2,12,20,0
2,2,13,20,0
3,2,57,15,0
5,2,12,7,0
6,2,13,7,0
7,2,8,18,0
8,2,9,18,0
9,2,6,18,0
10,2,7,18,0
11,2,4,1,0
12,2,8,7,0
13,2,9,7,0
1,3,12,21,0
2,3,13,21,0
3,3,57,16,0
5,3,12,8,0
6,3,13,8,0
7,3,8,19,0
8,3,9,19,0
9,3,6,19,0
10,3,7,19,0
11,3,4,2,0
12,3,8,8,0
13,3,9,8,0
1,4,14,20,0
2,4,15,20,0
13,4,3,6,0
1,5,14,21,0
2,5,15,21,0
6,5,41,21,0
7,5,18,7,0
8,5,19,7,0
9,5,20,7,0
10,5,41,21,0
13,5,3,7,0
6,6,41,22,0
7,6,18,8,0
8,6,19,8,0
9,6,20,8,0
10,6,41,22,0
13,6,3,8,0
7,7,18,9,0
8,7,19,9,0
9,7,20,9,0
12,8,0,18,0
13,8,1,18,0
1,9,45,15,0
2,9,44,15,0
3,9,49,17,0
11,9,53,15,0
12,9,42,21,0
13,9,1,19,0
1,10,45,16,0
2,10,44,16,0
3,10,24,31,0
4,10,25,31,0
11,10,53,16,0
12,10,42,22,0
