0,0,26,43
1,0,28,42
26,0,1,38
27,0,9,49
28,0,3,38
0,1,3,49
1,1,25,43
2,1,26,43
3,1,28,42
13,1,29,42
14,1,26,43
15,1,26,43
16,1,26,43
17,1,26,43
18,1,26,43
19,1,26,43
20,1,26,43
21,1,28,42
26,1,1,38
27,1,9,49
28,1,3,38
0,2,3,49
1,2,3,49
2,2,3,49
3,2,25,43
4,2,26,43
5,2,26,43
6,2,28,42
9,2,29,42
10,2,26,43
11,2,28,42
12,2,29,42
13,2,27,43
14,2,3,49
15,2,3,49
16,2,3,49
17,2,3,49
18,2,3,49
19,2,3,49
20,2,3,49
21,2,25,43
22,2,28,42
26,2,1,38
27,2,7,49
28,2,3,38
0,3,3,49
1,3,3,49
2,3,3,49
3,3,3,49
4,3,3,49
5,3,3,49
6,3,25,43
7,3,26,43
8,3,26,43
9,3,27,43
10,3,3,49
11,3,25,43
12,3,27,43
13,3,3,49
14,3,3,49
15,3,3,49
16,3,25,41
17,3,26,41
18,3,26,41
19,3,27,41
20,3,3,49
21,3,3,49
22,3,25,42
26,3,1,38
27,3,9,49
28,3,3,38
0,4,3,49
1,4,3,49
2,4,3,49
3,4,3,49
4,4,3,49
5,4,3,49
6,4,3,49
7,4,3,49
8,4,3,49
9,4,3,49
10,4,3,49
11,4,3,49
12,4,3,49
13,4,3,49
14,4,3,49
15,4,3,49
16,4,25,42
17,4,42,46
18,4,41,46
19,4,27,42
20,4,3,49
21,4,3,49
22,4,25,43
23,4,28,42
26,4,1,39
27,4,4,38
28,4,5,37
29,4,3,37
0,5,3,49
1,5,3,49
2,5,3,49
3,5,3,49
4,5,3,49
5,5,3,49
6,5,3,49
7,5,3,49
8,5,3,49
9,5,3,49
10,5,3,49
11,5,3,49
12,5,3,49
13,5,3,49
14,5,3,49
15,5,3,49
16,5,25,42
17,5,42,45
18,5,41,45
19,5,27,42
20,5,3,49
21,5,3,49
22,5,3,49
23,5,25,42
27,5,1,39
28,5,4,38
29,5,5,37
30,5,2,37
31,5,3,37
0,6,3,49
1,6,3,49
2,6,3,49
3,6,3,49
4,6,3,49
5,6,3,49
6,6,3,49
7,6,3,49
8,6,3,49
9,6,3,49
10,6,3,49
11,6,3,49
12,6,3,49
13,6,3,49
14,6,3,49
15,6,3,49
16,6,25,43
17,6,26,43
18,6,26,43
19,6,27,43
20,6,3,49
21,6,3,49
22,6,3,49
23,6,25,43
24,6,28,42
28,6,1,39
29,6,2,39
30,6,4,38
31,6,5,37
32,6,3,37
0,7,3,49
1,7,3,49
2,7,3,49
3,7,3,49
4,7,3,49
5,7,3,49
6,7,3,49
7,7,3,49
8,7,3,49
9,7,3,49
10,7,3,49
11,7,3,49
12,7,3,49
13,7,3,49
14,7,3,49
15,7,3,49
16,7,3,49
17,7,3,49
18,7,3,49
19,7,3,49
20,7,3,49
21,7,3,49
22,7,3,49
23,7,3,49
24,7,25,43
25,7,28,42
30,7,1,39
31,7,4,38
32,7,5,37
33,7,3,37
0,8,3,49
1,8,3,49
2,8,3,49
3,8,3,49
4,8,3,49
5,8,3,49
6,8,3,49
7,8,3,49
8,8,3,49
9,8,3,49
10,8,3,49
11,8,3,49
12,8,3,49
13,8,3,49
14,8,3,49
15,8,3,49
16,8,3,49
17,8,3,49
18,8,3,49
19,8,3,49
20,8,3,49
21,8,3,49
22,8,3,49
23,8,3,49
24,8,3,49
25,8,25,43
26,8,28,42
31,8,1,39
32,8,4,38
33,8,5,37
34,8,2,37
35,8,3,37
0,9,3,49
1,9,3,49
2,9,3,49
3,9,3,49
4,9,3,49
5,9,3,49
6,9,3,49
7,9,3,49
8,9,3,49
9,9,3,49
10,9,3,49
11,9,3,49
12,9,3,49
13,9,3,49
14,9,3,49
15,9,3,49
16,9,3,49
17,9,3,49
18,9,3,49
19,9,3,49
20,9,3,49
21,9,3,49
22,9,3,49
23,9,3,49
24,9,3,49
25,9,3,49
26,9,25,43
27,9,26,43
28,9,26,43
29,9,28,42
32,9,1,39
33,9,2,39
34,9,4,38
35,9,5,37
36,9,3,37
0,10,3,49
1,10,3,49
2,10,3,49
3,10,3,49
4,10,3,49
5,10,3,49
6,10,3,49
7,10,3,49
8,10,3,49
9,10,3,49
10,10,3,49
11,10,3,49
12,10,25,41
13,10,26,41
14,10,26,41
15,10,27,41
16,10,3,49
17,10,25,41
18,10,26,41
19,10,26,41
20,10,26,41
21,10,27,41
22,10,3,49
23,10,3,49
24,10,3,49
25,10,3,49
26,10,3,49
27,10,3,49
28,10,3,49
29,10,25,43
30,10,26,43
31,10,28,42
34,10,1,39
35,10,4,38
36,10,5,37
37,10,3,37
0,11,3,49
1,11,3,49
2,11,3,49
3,11,3,49
4,11,3,49
5,11,3,49
6,11,3,49
7,11,3,49
8,11,3,49
9,11,3,49
10,11,3,49
11,11,3,49
12,11,25,43
13,11,28,42
15,11,29,41
16,11,26,41
17,11,28,41
21,11,29,41
22,11,27,41
23,11,3,49
24,11,3,49
25,11,3,49
26,11,3,49
27,11,3,49
28,11,3,49
29,11,3,49
30,11,3,49
31,11,25,43
32,11,28,42
35,11,1,39
36,11,4,38
37,11,3,38
0,12,3,49
1,12,3,49
2,12,3,49
3,12,25,41
4,12,26,41
5,12,26,41
6,12,26,41
7,12,26,41
8,12,26,41
9,12,26,41
10,12,26,41
11,12,26,41
12,12,27,41
13,12,25,43
14,12,26,43
15,12,28,42
22,12,29,41
23,12,27,41
24,12,3,49
25,12,3,49
26,12,3,49
27,12,3,49
28,12,3,49
29,12,3,49
30,12,3,49
31,12,3,49
32,12,25,43
33,12,28,42
36,12,1,38
37,12,5,37
38,12,3,37
0,13,3,49
1,13,25,41
2,13,26,41
3,13,28,41
12,13,29,41
13,13,26,41
14,13,27,41
15,13,25,43
16,13,26,43
17,13,28,42
23,13,29,41
24,13,27,41
25,13,25,41
26,13,27,41
27,13,3,49
28,13,3,49
29,13,3,49
30,13,3,49
31,13,3,49
32,13,3,49
33,13,25,42
36,13,1,39
37,13,4,38
38,13,3,38
0,14,26,41
1,14,28,41
14,14,29,41
15,14,26,41
16,14,27,41
17,14,25,43
18,14,26,43
19,14,26,43
20,14,26,43
21,14,26,43
22,14,26,43
23,14,28,42
24,14,29,41
25,14,28,41
26,14,27,42
27,14,25,41
28,14,27,41
29,14,3,49
30,14,3,49
31,14,3,49
32,14,25,41
33,14,28,41
37,14,1,38
38,14,3,38
4,15,21,46
5,15,17,47
6,15,19,47
7,15,20,46
8,15,21,45
9,15,20,47
10,15,21,47
16,15,29,41
17,15,26,41
18,15,26,41
19,15,26,41
20,15,26,41
21,15,26,41
22,15,27,41
23,15,25,43
24,15,26,43
25,15,28,42
26,15,29,41
27,15,28,41
28,15,29,41
29,15,27,41
30,15,25,41
31,15,26,41
32,15,28,41
37,15,1,38
38,15,3,38
0,16,20,47
1,16,18,47
2,16,18,47
3,16,21,47
4,16,19,46
5,16,23,47
6,16,24,45
7,16,17,47
8,16,18,47
9,16,19,47
10,16,17,47
11,16,21,47
12,16,21,46
13,16,17,46
22,16,29,41
23,16,26,41
24,16,26,41
25,16,28,41
29,16,29,41
30,16,28,41
37,16,1,39
38,16,3,39
0,17,19,47
1,17,23,46
2,17,24,46
3,17,17,47
4,17,19,47
5,17,23,47
6,17,24,45
7,17,23,45
8,17,24,46
9,17,24,47
