1,0,44,18,0,0
2,0,44,18,0,0
3,0,44,18,0,0
1,1,44,19,0,0
2,1,38,17,0,0
3,1,48,20,0,0
4,1,49,19,0,0
5,1,48,19,0,0
6,1,46,14,0,0
7,1,45,14,0,0
2,2,38,18,0,0
3,2,48,21,0,0
4,2,44,18,0,0
5,2,44,18,0,0
13,2,24,11,0,0
2,3,15,10,0,1
13,3,24,12,0,0
2,4,15,11,0,1
13,4,24,13,0,0
1,5,16,12,0,0
2,5,15,12,0,1
3,5,9,20,0,0
4,5,9,20,0,0
5,5,15,7,0,0
6,5,16,7,0,0
7,5,17,7,0,0
10,5,15,7,0,0
11,5,16,7,0,0
12,5,17,7,0,0
1,6,16,13,0,0
2,6,15,13,0,1
3,6,9,20,0,0
4,6,9,20,0,0
5,6,15,8,0,0
6,6,16,8,0,0
7,6,17,8,0,0
10,6,15,8,0,0
11,6,16,8,0,0
12,6,17,8,0,0
13,6,20,41,0,0
1,7,47,15,0,0
3,7,9,20,0,0
4,7,9,20,0,0
5,7,15,9,0,0
6,7,16,9,0,0
7,7,17,9,0,0
10,7,15,9,0,0
11,7,16,9,0,0
12,7,17,9,0,0
13,7,20,42,0,0
1,8,47,16,0,0
12,8,19,43,0,0
13,8,20,43,0,0
3,9,86,25,0,0
4,9,87,25,0,0
8,9,41,15,0,0
12,9,19,44,0,0
13,9,26,31,0,0
8,10,41,16,0,0
12,10,19,45,0,0
13,10,28,31,0,0
10,11,86,25,0,0
11,11,87,25,0,0
