0,0,67,18
1,0,68,2
2,0,68,18
3,0,68,18
4,0,69,18
5,0,68,18
6,0,69,18
7,0,68,18
8,0,69,18
9,0,68,18
10,0,69,18
11,0,68,18
12,0,69,18
13,0,69,18
14,0,70,18
0,1,67,19
1,1,78,24
2,1,78,24
3,1,78,24
4,1,78,24
5,1,78,24
6,1,78,24
7,1,78,24
8,1,86,21
9,1,87,21
10,1,78,24
11,1,78,24
12,1,78,24
13,1,78,24
14,1,70,19
0,2,67,20
1,2,78,25
2,2,78,25
3,2,78,25
4,2,78,25
5,2,78,25
6,2,78,25
7,2,78,25
8,2,86,22
9,2,87,22
10,2,78,25
11,2,78,25
12,2,78,25
13,2,78,25
14,2,70,20
0,3,67,21
1,3,62,18
2,3,62,18
3,3,63,18
4,3,64,21
5,3,63,18
6,3,62,18
7,3,62,18
8,3,86,23
9,3,87,23
10,3,62,18
11,3,62,18
12,3,62,18
13,3,64,20
14,3,70,21
0,4,67,22
1,4,64,20
2,4,61,20
3,4,62,18
4,4,63,18
5,4,64,21
6,4,62,18
7,4,62,18
8,4,86,25
9,4,87,25
10,4,63,18
11,4,64,21
12,4,63,18
13,4,64,21
14,4,70,22
0,5,67,21
1,5,64,21
2,5,61,21
3,5,62,18
4,5,63,18
5,5,64,22
6,5,62,18
7,5,62,18
8,5,62,18
9,5,62,18
10,5,63,18
11,5,64,22
12,5,63,18
13,5,64,22
14,5,70,20
0,6,67,22
1,6,64,22
2,6,61,22
3,6,62,18
4,6,62,18
5,6,62,18
6,6,63,18
7,6,62,18
8,6,63,18
9,6,62,18
10,6,63,18
11,6,63,18
12,6,63,18
13,6,64,20
14,6,70,20
0,7,67,21
1,7,61,19
2,7,62,18
3,7,63,18
4,7,63,18
5,7,62,18
6,7,63,18
7,7,63,18
8,7,62,18
9,7,63,18
10,7,62,18
11,7,62,18
12,7,61,21
13,7,64,20
14,7,70,21
0,8,67,22
1,8,61,20
2,8,62,18
3,8,63,18
4,8,64,21
5,8,62,18
6,8,62,18
7,8,63,18
8,8,63,18
9,8,62,18
10,8,63,18
11,8,62,18
12,8,61,22
13,8,64,21
14,8,70,22
0,9,67,21
1,9,61,21
2,9,62,18
3,9,62,18
4,9,64,22
5,9,63,18
6,9,63,18
7,9,62,18
8,9,61,21
9,9,63,18
10,9,63,18
11,9,62,18
12,9,61,21
13,9,64,22
14,9,70,23
0,10,67,22
1,10,61,22
2,10,62,18
3,10,63,18
4,10,63,18
5,10,63,18
6,10,63,18
7,10,63,18
8,10,61,22
9,10,63,18
10,10,63,18
11,10,62,18
12,10,61,22
13,10,61,20
14,10,70,24
0,11,67,25
1,11,68,25
2,11,68,25
3,11,68,25
4,11,68,25
5,11,68,25
6,11,68,9
7,11,69,9
8,11,68,25
9,11,68,25
10,11,68,25
11,11,68,25
12,11,68,25
13,11,69,25
14,11,70,25
