0,2,7,9,4
1,2,7,10,4
2,2,4,3,4
3,2,4,6,4
4,2,4,5,4
0,3,21,0,2
1,3,6,9,4
2,3,7,10,4
3,3,4,5,4
4,3,4,5,4
34,3,22,1,2
0,4,5,6,2
1,4,8,6,2
2,4,21,0,2
3,4,7,10,4
4,4,6,10,4
9,4,29,16,2
10,4,30,16,2
11,4,30,16,2
12,4,31,16,2
34,4,22,2,2
35,4,21,4,2
36,4,25,9,2
0,5,7,7,2
1,5,7,7,2
2,5,6,7,2
3,5,22,1,2
5,5,28,16,2
6,5,26,16,2
7,5,30,16,2
8,5,30,16,2
9,5,27,20,2
10,5,25,9,4
11,5,26,9,4
12,5,6,11,4
13,5,8,7,4
14,5,18,0,2
15,5,21,2,2
16,5,0,4,2
17,5,0,2,2
18,5,0,2,2
0,6,8,7,2
1,6,8,6,2
3,6,26,20,2
5,6,26,20,2
6,6,27,20,2
7,6,19,8,4
8,6,1,8,4
9,6,6,10,4
10,6,7,10,4
11,6,13,8,4
12,6,7,8,4
13,6,18,1,2
14,6,9,6,2
15,6,21,1,2
16,6,0,3,2
0,7,7,7,2
1,7,1,4,4
3,7,13,14,2
5,7,4,3,4
6,7,4,6,4
7,7,4,5,4
8,7,26,10,2
9,7,18,2,2
10,7,21,0,2
11,7,7,10,4
12,7,1,8,4
13,7,17,1,2
14,7,9,9,2
15,7,22,1,2
16,7,13,13,2
0,8,21,2,2
1,8,20,3,2
3,8,13,14,2
5,8,7,10,4
6,8,4,5,4
7,8,6,10,4
8,8,7,9,4
10,8,21,2,2
11,8,22,2,2
12,8,0,1,6
13,8,17,2,2
14,8,19,3,2
15,8,22,2,2
16,8,13,13,2
36,8,13,15,1
0,9,21,3,2
1,9,20,4,2
3,9,13,14,2
5,9,21,0,2
6,9,7,10,4
7,9,26,2,2
8,9,26,2,2
9,9,25,0,2
12,9,0,2,6
14,9,20,4,2
15,9,21,2,2
16,9,13,13,2
0,10,21,5,2
1,10,15,16,2
5,10,6,7,2
6,10,22,1,2
7,10,26,3,2
8,10,26,3,2
9,10,18,1,2
10,10,18,5,2
12,10,0,3,6
14,10,19,4,2
15,10,21,4,2
40,10,16,13,1
0,11,21,6,2
1,11,22,1,2
7,11,26,2,2
8,11,26,2,2
9,11,22,2,2
10,11,13,16,2
12,11,0,2,6
14,11,19,5,2
15,11,21,5,2
41,11,16,13,1
0,12,20,3,2
1,12,22,2,2
3,12,7,7,2
4,12,1,4,4
6,12,13,14,2
7,12,26,3,2
8,12,26,3,2
10,12,21,5,2
11,12,21,5,2
12,12,0,3,6
3,13,21,2,2
4,13,20,3,2
6,13,13,14,2
7,13,26,2,2
8,13,26,2,2
10,13,21,4,2
11,13,20,5,2
12,13,0,2,6
13,13,26,11,2
0,14,19,7,2
1,14,8,2,2
2,14,22,7,2
3,14,21,3,2
4,14,20,4,2
7,14,26,3,2
8,14,26,3,2
9,14,26,11,2
10,14,29,12,2
11,14,31,11,2
40,14,13,15,1
0,15,21,9,2
2,15,21,7,2
3,15,8,2,2
4,15,20,7,2
5,15,22,7,2
40,15,13,14,1
41,15,13,10,1
2,16,12,8,2
3,16,13,8,2
4,16,10,7,2
5,16,22,8,2
7,17,22,0,2
23,17,9,0,2
24,17,11,0,2
39,17,17,7,1
0,18,21,9,2
1,18,24,0,2
6,18,22,5,2
7,18,22,1,2
9,18,10,10,4
18,18,1,6,4
19,18,1,2,4
20,18,1,3,4
21,18,12,0,4
22,18,13,0,4
23,18,10,4,2
24,18,11,1,2
38,18,17,7,1
0,19,22,8,2
9,19,26,17,4
10,19,16,9,4
18,19,1,3,4
19,19,1,5,4
20,19,12,0,4
21,19,13,4,4
22,19,19,1,4
23,19,12,3,4
24,19,11,2,2
38,19,17,7,1
0,20,21,8,2
9,20,6,1,4
10,20,2,3,4
18,20,12,0,4
19,20,13,0,4
20,20,13,4,4
21,20,18,3,4
22,20,19,6,4
23,20,3,12,4
39,20,17,7,1
0,21,22,8,2
1,21,13,10,2
17,21,9,0,2
18,21,13,4,4
19,21,12,3,4
20,21,13,6,4
21,21,3,13,4
22,21,6,6,4
23,21,8,2,4
0,22,21,7,2
1,22,13,14,2
2,22,13,15,2
15,22,9,0,2
16,22,11,5,2
17,22,10,4,2
18,22,9,3,2
19,22,11,2,2
0,23,21,7,2
1,23,21,8,2
2,23,13,14,2
3,23,13,13,2
4,23,13,15,2
14,23,10,0,2
15,23,10,4,2
16,23,9,3,2
17,23,12,5,2
18,23,11,2,2
0,24,19,10,2
1,24,20,10,2
2,24,19,10,2
3,24,22,9,2
4,24,13,14,2
5,24,13,10,2
12,24,9,1,2
13,24,12,1,2
14,24,9,3,2
15,24,12,5,2
16,24,11,2,2
0,25,19,12,2
1,25,20,12,2
2,25,21,9,2
3,25,20,10,2
4,25,22,9,2
5,25,13,14,2
6,25,13,10,2
12,25,9,2,2
13,25,10,2,2
2,26,21,10,2
3,26,19,11,2
4,26,4,20,2
5,26,13,15,2
6,26,13,13,2
6,27,13,13,2
40,27,13,15,1
5,28,25,9,2
6,28,13,13,2
6,29,13,15,2
