30,0,15,49,0
31,0,15,49,0
32,0,15,49,0
33,0,15,49,0
34,0,15,49,0
35,0,15,49,0
36,0,15,49,0
37,0,15,49,0
38,0,33,48,0
39,0,15,49,0
40,0,15,49,0
41,0,15,49,0
42,0,33,48,0
43,0,15,49,0
44,0,33,48,0
16,1,15,49,0
30,1,33,48,0
31,1,15,49,0
32,1,33,48,0
33,1,33,48,0
34,1,33,48,0
35,1,33,48,0
36,1,33,48,0
37,1,15,49,0
38,1,15,49,0
39,1,33,48,0
40,1,33,48,0
41,1,15,49,0
42,1,15,49,0
43,1,33,48,0
44,1,15,49,0
16,2,15,49,0
17,2,15,49,0
24,2,15,49,0
25,2,15,49,0
26,2,15,49,0
27,2,15,49,0
28,2,15,49,0
29,2,15,49,0
30,2,33,48,0
31,2,33,48,0
32,2,15,49,0
33,2,33,48,0
34,2,15,49,0
35,2,33,48,0
36,2,33,48,0
37,2,33,48,0
38,2,15,49,0
39,2,33,48,0
40,2,15,49,0
41,2,33,48,0
42,2,15,49,0
43,2,33,48,0
44,2,15,49,0
13,3,15,49,0
14,3,15,49,0
15,3,15,49,0
16,3,15,49,0
17,3,15,49,0
23,3,15,49,0
24,3,15,49,0
25,3,15,49,0
26,3,15,49,0
27,3,15,49,0
28,3,15,49,0
29,3,15,49,0
30,3,15,49,0
31,3,15,49,0
32,3,15,49,0
33,3,33,48,0
34,3,33,48,0
35,3,15,49,0
36,3,33,48,0
37,3,33,48,0
38,3,15,49,0
39,3,33,48,0
40,3,33,48,0
41,3,15,49,0
42,3,33,48,0
43,3,33,48,0
44,3,15,49,0
1,4,32,12,0
2,4,33,12,0
3,4,34,12,0
12,4,15,49,0
13,4,15,49,0
14,4,15,49,0
15,4,15,49,0
16,4,1,45,0
17,4,2,45,0
23,4,2,45,0
24,4,2,45,0
25,4,2,45,0
26,4,2,45,0
27,4,3,45,0
28,4,1,45,0
29,4,3,45,0
30,4,15,49,0
31,4,33,48,0
32,4,33,48,0
33,4,15,49,0
34,4,33,48,0
35,4,15,49,0
36,4,33,48,0
37,4,33,48,0
38,4,33,48,0
39,4,15,49,0
40,4,33,48,0
41,4,15,49,0
42,4,33,48,0
43,4,33,48,0
44,4,15,49,0
2,5,33,13,0
3,5,34,13,0
11,5,15,49,0
12,5,15,49,0
13,5,15,49,0
14,5,1,45,0
15,5,2,45,0
16,5,5,45,0
27,5,6,45,0
28,5,5,45,0
29,5,6,45,0
30,5,2,45,0
31,5,2,45,0
32,5,2,45,0
33,5,2,45,0
34,5,2,45,0
35,5,2,45,0
36,5,3,45,0
37,5,15,49,0
38,5,33,48,0
39,5,33,48,0
40,5,15,49,0
41,5,33,48,0
42,5,15,49,0
43,5,33,48,0
44,5,15,49,0
10,6,15,49,0
11,6,15,49,0
12,6,15,49,0
13,6,1,45,0
14,6,5,45,0
24,6,21,47,0
36,6,6,45,0
37,6,3,45,0
38,6,15,49,0
39,6,33,48,0
40,6,33,48,0
41,6,15,49,0
42,6,33,48,0
43,6,33,48,0
44,6,15,49,0
9,7,15,49,0
10,7,15,49,0
11,7,15,49,0
12,7,1,45,0
13,7,5,45,0
37,7,6,45,0
38,7,3,45,0
39,7,15,49,0
40,7,15,49,0
41,7,33,48,0
42,7,15,49,0
43,7,33,48,0
44,7,33,48,0
9,8,15,49,0
10,8,15,49,0
11,8,1,45,0
12,8,5,45,0
38,8,6,45,0
39,8,2,45,0
40,8,2,45,0
41,8,3,45,0
42,8,33,48,0
43,8,15,49,0
44,8,33,48,0
