25,0,9,52,0,0
26,0,5,56,0,0
23,1,5,69,0,2
24,1,8,51,0,2
25,1,7,51,0,3
26,1,5,57,0,0
1,2,23,16,0,0
2,2,24,16,0,0
10,2,23,16,0,0
11,2,24,16,0,0
23,2,5,59,0,0
24,2,12,70,0,0
25,2,13,71,0,0
26,2,13,70,0,0
34,2,17,13,0,0
1,3,23,17,0,0
2,3,24,17,0,0
10,3,23,17,0,0
11,3,24,17,0,0
23,3,5,61,0,0
24,3,2,51,0,0
25,3,2,51,0,0
26,3,2,51,0,0
0,4,40,9,0,0
4,5,9,7,0,0
5,5,10,7,0,0
6,5,11,7,0,0
4,6,9,8,0,0
5,6,10,8,0,0
6,6,11,8,0,0
8,6,39,12,0,0
27,6,12,7,0,0
28,6,13,7,0,0
42,6,6,13,0,0
43,6,7,13,0,0
44,6,8,13,0,0
27,7,12,8,0,0
28,7,13,8,0,0
36,7,12,7,0,0
37,7,13,7,0,0
42,7,6,14,0,0
43,7,7,14,0,0
44,7,8,14,0,0
15,8,13,9,0,0
16,8,14,9,0,0
36,8,12,8,0,0
37,8,13,8,0,0
15,9,13,9,0,0
16,9,14,9,0,0
21,9,92,6,0,0
22,9,93,6,0,0
23,9,44,60,0,0
26,9,92,6,0,0
27,9,93,6,0,0
21,10,92,7,0,0
22,10,93,7,0,0
23,10,44,60,0,0
24,10,44,60,0,0
25,10,44,60,0,0
26,10,92,7,0,0
27,10,93,7,0,0
5,11,40,11,0,0
21,11,92,8,0,0
22,11,93,8,0,0
23,11,44,61,0,0
24,11,44,61,0,0
25,11,44,61,0,0
26,11,92,8,0,0
27,11,93,8,0,0
16,12,12,7,0,0
17,12,13,7,0,0
16,13,12,8,0,0
17,13,13,8,0,0
4,15,33,15,0,0
0,17,12,2,0,0
27,18,12,7,0,0
28,18,13,7,0,0
27,19,12,8,0,0
28,19,13,8,0,0
33,20,12,7,0,0
34,20,13,7,0,0
42,20,14,13,0,0
43,20,15,13,0,0
44,20,16,13,0,0
4,21,14,7,0,0
5,21,15,7,0,0
6,21,16,7,0,0
7,21,17,7,0,0
12,21,19,16,0,1
13,21,18,16,0,1
34,21,13,8,0,0
42,21,14,14,0,0
43,21,15,14,0,0
44,21,16,14,0,0
4,22,14,8,0,0
5,22,15,8,0,0
6,22,16,8,0,0
1,23,20,7,0,1
2,23,19,7,0,1
3,23,18,7,0,1
1,24,20,8,0,1
2,24,19,8,0,1
3,24,18,8,0,1
7,25,18,7,0,0
8,25,19,7,0,0
9,25,20,7,0,0
42,25,29,9,0,0
43,25,30,9,0,0
44,25,31,9,0,0
3,26,32,14,0,0
4,26,33,14,0,0
7,26,18,8,0,0
8,26,19,8,0,0
9,26,20,8,0,0
18,26,66,5,0,1
19,26,65,5,0,1
20,26,64,5,0,1
21,26,63,5,0,1
28,26,63,5,0,0
29,26,64,5,0,0
30,26,65,5,0,0
31,26,66,5,0,0
42,26,29,10,0,0
43,26,30,10,0,0
44,26,31,10,0,0
18,27,66,6,0,1
19,27,65,6,0,1
20,27,64,6,0,1
21,27,88,6,0,0
22,27,89,6,0,0
27,27,88,6,0,0
28,27,89,6,0,0
29,27,64,6,0,0
30,27,65,6,0,0
31,27,66,6,0,0
18,28,66,7,0,1
19,28,65,7,0,1
20,28,64,7,0,1
21,28,88,6,0,0
22,28,89,6,0,0
27,28,88,6,0,0
28,28,89,6,0,0
29,28,64,7,0,0
30,28,65,7,0,0
31,28,66,7,0,0
