0,0,8,2,2,0
1,0,8,4,2,0
2,0,8,1,2,0
3,0,8,3,2,0
4,0,8,0,2,0
5,0,8,0,2,0
6,0,8,3,2,0
7,0,8,3,2,0
8,0,8,2,2,0
9,0,8,4,2,0
10,0,8,0,2,0
11,0,8,1,2,0
12,0,8,4,2,0
13,0,8,4,2,0
14,0,8,1,2,0
15,0,8,3,2,0
16,0,8,3,2,0
17,0,8,4,2,0
18,0,8,1,2,0
19,0,8,1,2,0
20,0,8,0,2,0
21,0,8,2,2,0
22,0,8,4,2,0
23,0,8,3,2,0
24,0,8,2,2,0
25,0,8,3,2,0
26,0,8,0,2,0
27,0,8,0,2,0
28,0,8,1,2,0
29,0,8,4,2,0
30,0,8,2,2,0
31,0,8,1,2,0
32,0,8,3,2,0
33,0,8,0,2,0
34,0,8,1,2,0
35,0,22,8,2,0
35,1,22,8,2,0
35,2,22,9,2,0
35,3,21,4,2,0
36,3,23,12,2,0
35,4,20,0,2,0
36,4,22,0,2,0
8,5,0,1,5,3
9,5,0,0,5,0
10,5,0,1,5,2
13,5,17,0,2,0
35,5,9,7,2,0
36,5,22,2,2,0
3,6,0,1,5,2
7,6,0,2,5,1
8,6,17,0,2,0
9,6,19,0,2,0
10,6,22,0,2,0
11,6,0,1,5,3
12,6,0,0,5,0
16,6,25,9,2,0
35,6,22,1,2,0
36,6,22,4,2,0
3,7,22,0,2,0
5,7,0,0,5,0
6,7,0,1,5,2
11,7,22,0,2,0
12,7,0,0,5,0
35,7,22,2,2,0
36,7,22,3,2,0
3,8,15,0,2,0
4,8,20,0,2,0
5,8,22,0,2,0
6,8,0,0,5,0
7,8,26,0,2,1
8,8,26,1,2,1
9,8,17,1,2,0
16,8,22,0,2,0
34,8,10,5,4,0
36,8,25,9,2,0
3,9,13,4,2,0
4,9,15,0,2,0
6,9,22,0,2,0
9,9,17,2,2,0
10,9,21,3,2,0
11,9,22,4,2,0
13,9,17,3,2,0
15,9,22,3,2,0
16,9,22,2,2,0
33,9,11,4,4,0
34,9,10,4,4,0
3,10,14,1,2,0
4,10,13,5,2,0
9,10,23,7,2,0
10,10,24,7,2,0
11,10,22,3,2,0
13,10,17,4,2,0
15,10,25,9,2,0
16,10,22,4,2,0
3,11,13,3,2,0
4,11,15,2,2,0
5,11,21,2,2,0
6,11,22,2,2,0
11,11,22,4,2,0
13,11,17,3,2,0
3,12,15,2,2,0
5,12,21,1,2,0
6,12,25,9,2,0
9,12,17,3,2,0
10,12,24,9,2,0
13,12,17,4,2,0
17,12,8,7,4,0
9,13,17,4,2,0
10,13,26,15,2,0
12,13,0,6,6,0
13,13,0,4,6,1
14,13,0,1,5,0
15,13,0,1,5,0
16,13,0,1,5,0
17,13,6,11,4,0
5,14,22,3,2,0
7,14,0,8,6,1
8,14,0,6,6,0
9,14,0,4,6,1
10,14,0,2,5,0
12,14,0,7,6,0
13,14,0,5,6,1
14,14,0,1,5,0
15,14,0,1,5,0
16,14,0,1,5,0
17,14,0,1,5,0
18,14,0,1,5,0
19,14,0,1,5,0
2,15,12,6,2,0
5,15,22,4,2,0
6,15,0,7,6,5
7,15,0,9,6,1
8,15,0,7,6,0
9,15,0,5,6,1
11,15,0,1,5,0
12,15,0,1,5,0
13,15,0,1,5,0
14,15,0,1,5,0
15,15,0,1,5,0
16,15,0,1,5,0
17,15,0,1,5,0
18,15,0,1,5,0
19,15,0,1,5,0
20,15,0,1,5,0
26,15,0,1,5,0
7,16,0,5,6,1
10,16,0,1,5,0
11,16,0,1,5,0
12,16,0,1,5,0
13,16,0,1,5,0
14,16,0,1,5,0
15,16,0,1,5,0
27,16,0,1,5,0
8,17,0,1,5,0
9,17,0,1,5,0
10,17,0,1,5,0
11,17,0,1,5,0
12,17,0,1,5,0
13,17,0,1,5,0
27,17,0,1,5,0
11,18,0,1,5,0
12,18,0,1,5,0
27,18,0,1,5,0
30,18,10,10,1,0
31,18,11,10,1,0
32,18,12,10,1,0
35,18,7,8,1,0
36,18,8,8,1,0
27,19,0,1,5,0
30,19,10,11,1,0
31,19,11,11,1,0
32,19,12,11,1,0
35,19,7,9,1,0
36,19,8,9,1,0
30,20,10,12,1,0
31,20,11,12,1,0
32,20,12,12,1,0
10,21,4,4,2,0
30,21,10,13,1,0
31,21,11,13,1,0
32,21,12,13,1,0
0,22,22,7,2,0
1,22,22,7,2,0
10,22,4,1,2,0
30,22,10,14,1,0
31,22,11,14,1,0
32,22,12,14,1,0
33,22,0,9,1,0
34,22,1,9,1,0
35,22,2,9,1,0
36,22,3,9,1,0
37,22,4,9,1,0
1,23,19,7,2,0
2,23,20,7,2,0
3,23,22,7,2,0
30,23,10,15,1,0
31,23,11,15,1,0
32,23,12,15,1,0
33,23,0,10,1,0
34,23,1,10,1,0
35,23,2,10,1,0
36,23,3,10,1,0
37,23,4,10,1,0
4,24,22,7,2,0
33,24,0,11,1,0
34,24,1,11,1,0
35,24,2,11,1,0
36,24,3,11,1,0
37,24,4,11,1,0
2,25,9,20,2,0
3,25,12,20,2,0
33,25,0,12,1,0
34,25,1,12,1,0
35,25,2,12,1,0
36,25,3,12,1,0
37,25,4,12,1,0
4,26,22,10,2,0
33,26,0,13,1,0
34,26,1,13,1,0
35,26,2,13,1,0
36,26,3,13,1,0
37,26,4,13,1,0
33,27,0,14,1,0
34,27,1,14,1,0
35,27,2,14,1,0
36,27,3,14,1,0
37,27,4,14,1,0
33,28,0,15,1,0
34,28,1,15,1,0
35,28,2,15,1,0
36,28,3,15,1,0
37,28,4,15,1,0
