2,0,53,35,0
3,0,54,35,0
1,1,52,37,0
2,1,53,37,0
3,1,54,37,0
4,1,55,37,0
1,2,52,38,0
2,2,53,38,0
3,2,54,38,0
4,2,55,38,0
1,3,52,39,0
2,3,53,39,0
3,3,54,39,0
4,3,55,39,0
1,4,52,40,0
2,4,53,40,0
3,4,54,40,0
4,4,55,40,0
1,5,61,29,0
2,5,61,29,0
3,5,61,29,0
4,5,61,29,0
5,5,63,28,0
6,5,64,28,0
7,5,65,28,0
10,5,63,28,0
11,5,64,28,0
12,5,65,28,0
1,6,63,28,0
2,6,64,28,0
3,6,63,28,0
4,6,64,28,0
5,6,65,28,0
7,6,63,28,0
8,6,64,28,0
9,6,65,28,0
10,6,64,28,0
11,6,65,28,0
12,6,65,28,0
7,7,63,28,0
8,7,64,28,0
9,7,65,28,0
10,7,65,28,0
11,7,65,28,0
2,8,40,19,0
6,8,63,28,0
7,8,64,28,0
8,8,65,28,0
9,8,65,28,0
10,8,65,28,0
2,9,40,20,0
5,9,63,28,0
6,9,64,28,0
7,9,65,28,0
8,9,65,28,0
5,10,63,28,0
6,10,64,28,0
7,10,65,28,0
5,11,63,28,0
6,11,64,28,0
7,11,65,28,0
