0,0,99,2
1,0,100,2
2,0,100,2
3,0,100,2
4,0,100,2
5,0,100,2
6,0,100,2
7,0,100,2
8,0,100,2
9,0,100,2
10,0,100,2
11,0,100,2
12,0,100,2
13,0,101,2
14,0,102,2
0,1,67,3
1,1,78,6
3,1,76,6
4,1,75,7
5,1,78,6
6,1,75,7
7,1,76,7
8,1,75,7
9,1,78,6
10,1,75,7
11,1,76,7
12,1,75,7
13,1,73,6
14,1,102,3
0,2,67,4
1,2,89,13
2,2,90,13
3,2,91,13
4,2,76,8
5,2,78,8
6,2,75,8
7,2,75,8
8,2,75,8
9,2,78,8
10,2,77,8
11,2,86,5
12,2,87,5
13,2,73,8
14,2,102,4
0,3,67,5
1,3,89,14
2,3,90,14
3,3,91,14
4,3,76,9
5,3,78,9
6,3,75,9
7,3,75,9
8,3,75,9
9,3,78,9
10,3,77,9
11,3,86,6
12,3,87,6
13,3,73,9
14,3,102,5
0,4,67,3
1,4,89,15
2,4,90,15
3,4,91,15
4,4,64,3
5,4,65,3
6,4,61,3
7,4,62,3
8,4,63,3
9,4,64,3
10,4,65,3
11,4,86,7
12,4,87,7
13,4,65,2
14,4,102,6
0,5,67,4
1,5,61,3
2,5,62,3
3,5,63,3
4,5,64,3
5,5,65,3
6,5,63,3
7,5,64,3
8,5,65,3
9,5,61,3
10,5,62,3
11,5,63,3
12,5,64,3
13,5,65,3
14,5,102,7
0,6,67,5
1,6,61,4
2,6,62,4
3,6,63,4
4,6,64,4
5,6,65,4
6,6,63,4
7,6,64,4
8,6,65,4
9,6,61,4
10,6,62,4
11,6,63,4
12,6,64,4
13,6,65,4
14,6,102,6
0,7,67,6
1,7,61,5
2,7,62,5
3,7,63,5
4,7,64,5
5,7,65,5
6,7,63,5
7,7,64,5
8,7,65,5
9,7,62,3
10,7,63,3
11,7,64,3
12,7,65,3
13,7,65,3
14,7,102,7
0,8,67,8
1,8,61,6
2,8,62,6
3,8,63,6
4,8,64,6
5,8,65,6
6,8,63,6
7,8,64,6
8,8,65,6
9,8,62,4
10,8,63,4
11,8,64,4
12,8,65,4
13,8,65,4
14,8,102,6
0,9,67,9
1,9,101,9
2,9,101,9
5,9,101,9
6,9,101,9
7,9,73,4
8,9,61,5
9,9,62,5
10,9,63,5
11,9,64,5
12,9,65,5
13,9,65,5
14,9,102,7
7,10,99,8
8,10,61,6
9,10,62,6
10,10,63,6
11,10,64,6
12,10,65,6
13,10,65,6
14,10,102,8
7,11,99,9
8,11,101,9
9,11,101,9
12,11,101,9
13,11,101,9
14,11,102,9
