34,0,45,18,0
35,0,46,18,0
36,0,47,18,0
37,0,48,18,0
38,0,49,18,0
42,0,31,6,0
43,0,32,6,0
14,1,32,1,0
15,1,33,1,0
16,1,34,1,0
17,1,35,1,0
18,1,36,1,0
19,1,37,1,0
20,1,38,1,0
34,1,45,19,0
35,1,46,19,0
36,1,47,19,0
37,1,48,19,0
38,1,49,19,0
42,1,31,7,0
43,1,32,7,0
14,2,32,2,0
15,2,33,2,0
16,2,34,2,0
17,2,35,2,0
18,2,36,2,0
19,2,37,2,0
20,2,38,2,0
31,2,25,18,0
32,2,26,18,0
42,2,31,8,0
43,2,32,8,0
14,3,32,3,0
15,3,33,3,0
16,3,34,3,0
17,3,35,3,0
18,3,36,3,0
19,3,37,3,0
20,3,38,3,0
31,3,25,19,0
32,3,26,19,0
42,3,68,11,0
43,3,69,11,0
44,3,70,11,0
14,4,32,4,0
15,4,33,4,0
16,4,34,4,0
17,4,35,4,0
18,4,36,4,0
19,4,37,4,0
20,4,38,4,0
42,4,68,12,0
43,4,69,12,0
44,4,70,12,0
7,5,43,4,0
8,5,42,4,0
10,5,39,2,0
11,5,40,2,0
12,5,41,2,0
15,5,33,5,0
16,5,34,5,0
17,5,35,5,0
18,5,36,5,0
19,5,37,5,0
20,5,38,5,0
7,6,43,5,0
8,6,42,5,0
10,6,39,3,0
11,6,40,3,0
12,6,41,3,0
15,6,33,6,0
16,6,34,6,0
17,6,35,6,0
18,6,36,6,0
19,6,37,6,0
20,6,38,6,0
7,7,43,6,0
8,7,42,6,0
10,7,39,4,0
11,7,40,4,0
12,7,41,4,0
15,7,33,7,0
16,7,34,7,0
17,7,35,7,0
18,7,36,7,0
19,7,37,7,0
20,7,38,7,0
7,8,43,7,0
8,8,42,7,0
10,8,39,5,0
11,8,40,5,0
12,8,41,5,0
15,8,33,8,0
16,8,34,8,0
17,8,35,8,0
18,8,36,8,0
19,8,37,8,0
20,8,38,8,0
40,8,21,1,0
41,8,22,1,0
42,8,23,1,0
43,8,24,1,0
7,9,43,8,0
8,9,42,8,0
10,9,39,6,0
11,9,40,6,0
12,9,41,6,0
40,9,21,2,0
41,9,22,2,0
42,9,23,2,0
43,9,24,2,0
10,10,39,7,0
11,10,40,7,0
12,10,41,7,0
29,10,42,4,0
30,10,43,4,0
40,10,21,3,0
41,10,22,3,0
42,10,23,3,0
43,10,24,3,0
10,11,39,8,0
11,11,40,8,0
12,11,41,8,0
29,11,42,5,0
30,11,43,5,0
40,11,21,4,0
41,11,22,4,0
42,11,23,4,0
43,11,24,4,0
29,12,42,6,0
30,12,43,6,0
40,12,21,5,0
41,12,22,5,0
42,12,23,5,0
43,12,24,5,0
29,13,42,7,0
30,13,43,7,0
40,13,21,6,0
41,13,22,6,0
42,13,23,6,0
43,13,24,6,0
29,14,42,8,0
30,14,43,8,0
40,14,21,7,0
41,14,22,7,0
42,14,23,7,0
43,14,24,7,0
40,15,21,8,0
41,15,22,8,0
42,15,23,8,0
43,15,24,8,0
3,25,25,18,0
4,25,26,18,0
3,26,25,19,0
4,26,26,19,0
