3,0,42,4
4,0,43,4
7,0,41,2
8,0,40,2
9,0,39,2
43,0,46,135
44,0,47,135
3,1,42,5
4,1,43,5
7,1,41,3
8,1,40,3
9,1,39,3
43,1,46,136
44,1,47,136
3,2,42,6
4,2,43,6
7,2,41,4
8,2,40,4
9,2,39,4
13,2,43,4
14,2,42,4
34,2,45,20
35,2,46,20
36,2,47,20
37,2,48,20
38,2,49,20
39,2,50,20
43,2,46,137
44,2,47,137
3,3,42,7
4,3,43,7
7,3,41,5
8,3,40,5
9,3,39,5
13,3,43,5
14,3,42,5
34,3,45,21
35,3,46,21
36,3,47,21
37,3,48,21
38,3,49,21
39,3,50,21
43,3,46,138
44,3,47,138
3,4,42,8
4,4,43,8
7,4,41,6
8,4,40,6
9,4,39,6
13,4,43,6
14,4,42,6
33,4,45,22
34,4,45,22
35,4,46,22
36,4,47,22
37,4,48,22
38,4,49,22
43,4,46,141
44,4,47,141
7,5,41,7
8,5,40,7
9,5,39,7
13,5,43,7
14,5,42,7
23,5,39,2
24,5,40,2
25,5,41,2
43,5,46,142
44,5,47,142
0,6,34,1
1,6,35,1
2,6,36,1
3,6,37,1
4,6,38,1
7,6,41,8
8,6,40,8
9,6,39,8
13,6,43,8
14,6,42,8
23,6,39,3
24,6,40,3
25,6,41,3
43,6,46,143
44,6,47,143
0,7,34,2
1,7,35,2
2,7,36,2
3,7,37,2
4,7,38,2
23,7,39,4
24,7,40,4
25,7,41,4
43,7,46,144
44,7,47,144
0,8,34,3
1,8,35,3
2,8,36,3
3,8,37,3
4,8,38,3
23,8,39,5
24,8,40,5
25,8,41,5
35,8,35,10
36,8,36,10
37,8,37,10
38,8,38,10
43,8,46,141
44,8,47,141
0,9,34,4
1,9,35,4
2,9,36,4
3,9,37,4
4,9,38,4
23,9,39,6
24,9,40,6
25,9,41,6
35,9,35,11
36,9,36,11
37,9,37,11
38,9,38,11
43,9,46,142
44,9,47,142
0,10,34,5
1,10,35,5
2,10,36,5
3,10,37,5
4,10,38,5
23,10,39,7
24,10,40,7
25,10,41,7
43,10,46,143
44,10,47,143
0,11,34,6
1,11,35,6
2,11,36,6
3,11,37,6
4,11,38,6
23,11,39,8
24,11,40,8
25,11,41,8
43,11,46,144
44,11,47,144
0,12,34,7
1,12,35,7
2,12,36,7
3,12,37,7
4,12,38,7
43,12,46,141
44,12,47,141
0,13,34,8
1,13,35,8
2,13,36,8
3,13,37,8
4,13,38,8
43,13,46,142
44,13,47,142
43,14,46,143
44,14,47,143
36,15,86,43
37,15,87,43
38,15,90,43
39,15,91,43
43,15,46,144
44,15,47,144
36,16,86,44
37,16,87,44
38,16,90,44
39,16,91,44
43,16,46,147
44,16,47,147
36,17,86,45
37,17,87,45
38,17,90,45
39,17,91,45
43,17,46,148
44,17,47,148
36,18,86,46
37,18,87,46
38,18,90,46
39,18,91,46
43,18,46,149
44,18,47,149
1,19,58,79
2,19,59,79
9,19,58,79
10,19,59,79
36,19,86,47
37,19,87,47
38,19,90,47
39,19,91,47
43,19,46,150
44,19,47,150
1,20,58,80
2,20,59,80
9,20,58,80
10,20,59,80
36,20,86,48
37,20,87,48
38,20,90,48
39,20,91,48
1,21,58,81
2,21,59,81
9,21,58,81
10,21,59,81
36,21,86,49
37,21,87,49
38,21,90,49
39,21,91,49
43,21,46,135
44,21,47,135
1,22,58,82
2,22,59,82
4,22,49,67
5,22,50,67
6,22,51,67
7,22,52,67
9,22,58,82
10,22,59,82
36,22,86,50
37,22,87,50
38,22,90,50
39,22,91,50
43,22,46,136
44,22,47,136
4,23,49,68
5,23,50,68
6,23,51,68
7,23,52,68
36,23,86,51
37,23,87,51
38,23,90,51
39,23,91,51
43,23,46,137
44,23,47,137
4,24,49,69
5,24,50,69
6,24,51,69
7,24,52,69
36,24,86,52
37,24,87,52
38,24,90,52
39,24,91,52
43,24,46,138
44,24,47,138
4,25,49,70
5,25,50,70
6,25,51,70
7,25,52,70
36,25,86,53
37,25,87,53
38,25,90,53
39,25,91,53
43,25,46,141
44,25,47,141
36,26,86,54
37,26,87,54
38,26,90,54
39,26,91,54
43,26,46,147
44,26,47,147
43,27,46,148
44,27,47,148
43,28,46,149
44,28,47,149
43,29,46,150
44,29,47,150
